,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
1325,RAMCOIND,Ramco Industries Limited,EQ,06-NOV-1996,1,1,INE614A01028,1
1326,RAMCOSYS,Ramco Systems Limited,EQ,12-APR-2000,10,1,INE246B01019,10
1327,RAMKY,Ramky Infrastructure Limited,EQ,08-OCT-2010,10,1,INE874I01013,10
1328,RAMRAT,Ram Ratna Wires Limited,EQ,29-JUL-2022,5,1,INE207E01023,5
1329,RANASUG,Rana Sugars Limited,EQ,24-FEB-2005,10,1,INE625B01014,10
1330,RANEENGINE,Rane Engine Valve Limited,EQ,24-JUN-2008,10,1,INE222J01013,10
1331,RANEHOLDIN,Rane Holdings Limited,EQ,24-SEP-1997,10,1,INE384A01010,10
1332,RATEGAIN,Rategain Travel Technologies Limited,EQ,17-DEC-2021,1,1,INE0CLI01024,1
1333,RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,09-MAY-2006,2,1,INE703B01027,2
1334,RAYMOND,Raymond Limited,EQ,18-OCT-1995,10,1,INE301A01014,10
1335,RBA,Restaurant Brands Asia Limited,EQ,14-DEC-2020,10,1,INE07T201019,10
1336,RBL,Rane Brake Lining Limited,EQ,20-JUN-2008,10,1,INE244J01017,10
1337,RBLBANK,RBL Bank Limited,EQ,31-AUG-2016,10,1,INE976G01028,10
1338,RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,07-JAN-1998,10,1,INE027A01015,10
1339,RECLTD,REC Limited,EQ,12-MAR-2008,10,1,INE020B01018,10
1340,REDINGTON,Redington Limited,EQ,15-FEB-2007,2,1,INE891D01026,2
1341,REFEX,Refex Industries Limited,EQ,03-DEC-2009,10,1,INE056I01017,10
1342,REGENCERAM,Regency Ceramics Limited,BE,05-JUN-1996,10,1,INE277C01012,10
1343,RELAXO,Relaxo Footwears Limited,EQ,17-JUN-2011,1,1,INE131B01039,1
1344,RELCHEMQ,Reliance Chemotex Industries Limited,EQ,25-MAY-2022,10,1,INE750D01016,10
1345,RELIANCE,Reliance Industries Limited,EQ,29-NOV-1995,10,1,INE002A01018,10
1346,RELIGARE,Religare Enterprises Limited,EQ,21-NOV-2007,10,1,INE621H01010,10
1347,RELINFRA,Reliance Infrastructure Limited,EQ,08-FEB-1995,10,1,INE036A01016,10
1348,REMSONSIND,Remsons Industries Limited,EQ,31-JAN-1996,10,1,INE474C01015,10
1349,RENUKA,Shree Renuka Sugars Limited,EQ,31-OCT-2005,1,1,INE087H01022,1
1350,REPCOHOME,Repco Home Finance Limited,EQ,01-APR-2013,10,1,INE612J01015,10
1351,REPL,Rudrabhishek Enterprises Limited,EQ,14-DEC-2020,10,1,INE364Z01019,10
1352,REPRO,Repro India Limited,EQ,22-DEC-2005,10,1,INE461B01014,10
1353,RESPONIND,Responsive Industries Limited,EQ,29-OCT-2010,1,1,INE688D01026,1
1354,REVATHI,Revathi Equipment Limited,EQ,11-AUG-2005,10,1,INE617A01013,10
1355,RGL,Renaissance Global Limited,EQ,12-DEC-2007,2,1,INE722H01024,2
1356,RHFL,Reliance Home Finance Limited,EQ,22-SEP-2017,10,1,INE217K01011,10
1357,RHIM,RHI MAGNESITA INDIA LIMITED,EQ,12-MAR-2012,1,1,INE743M01012,1
1358,RICOAUTO,Rico Auto Industries Limited,EQ,12-MAY-2003,1,1,INE209B01025,1
1359,RIIL,Reliance Industrial Infrastructure Limited,EQ,29-NOV-1995,10,1,INE046A01015,10
1360,RITCO,Ritco Logistics Limited,EQ,12-APR-2022,10,1,INE01EG01016,10
1361,RITES,RITES Limited,EQ,02-JUL-2018,10,1,INE320J01015,10
1362,RKDL,Ravi Kumar Distilleries Limited,EQ,27-DEC-2010,10,1,INE722J01012,10
1363,RKEC,RKEC Projects Limited,EQ,18-DEC-2020,10,1,INE786W01010,10
1364,RKFORGE,Ramkrishna Forgings Limited,EQ,05-MAY-2004,2,1,INE399G01023,2
1365,RMCL,Radha Madhav Corporation Limited,BZ,26-NOV-2007,10,1,INE172H01014,10
1366,RML,Rane (Madras) Limited,EQ,30-AUG-2005,10,1,INE050H01012,10
1367,RNAVAL,Reliance Naval and Engineering Limited,BZ,09-OCT-2009,10,1,INE542F01012,10
1368,ROHLTD,Royal Orchid Hotels Limited,EQ,06-FEB-2006,10,1,INE283H01019,10
1369,ROLEXRINGS,Rolex Rings Limited,EQ,09-AUG-2021,10,1,INE645S01016,10
1370,ROLLT,Rollatainers Limited,EQ,22-NOV-2016,1,1,INE927A01040,1
1371,ROLTA,Rolta India Limited,BZ,01-MAR-1995,10,1,INE293A01013,10
1372,ROML,Raj Oil Mills Limited,BE,06-OCT-2020,10,1,INE294G01026,10
1373,ROSSARI,Rossari Biotech Limited,EQ,23-JUL-2020,2,1,INE02A801020,2
1374,ROSSELLIND,Rossell India Limited,EQ,25-SEP-2012,2,1,INE847C01020,2
1375,ROTO,Roto Pumps Limited,EQ,21-APR-2022,2,1,INE535D01029,2
1376,ROUTE,ROUTE MOBILE LIMITED,EQ,21-SEP-2020,10,1,INE450U01017,10
1377,RPGLIFE,RPG Life Sciences Limited,EQ,10-JUN-2008,8,1,INE105J01010,8
1378,RPOWER,Reliance Power Limited,EQ,11-FEB-2008,10,1,INE614G01033,10
1379,RPPINFRA,R.P.P. Infra Projects Limited,EQ,06-DEC-2010,10,1,INE324L01013,10
1380,RPPL,Rajshree Polypack Limited,EQ,26-NOV-2021,10,1,INE760W01015,10
1381,RPSGVENT,RPSG VENTURES LIMITED,EQ,25-JAN-2019,10,1,INE425Y01011,10
1382,RSSOFTWARE,R. S. Software (India) Limited,EQ,19-MAY-1999,5,1,INE165B01029,5
1383,RSWM,RSWM Limited,EQ,15-FEB-1995,10,1,INE611A01016,10
1384,RSWM-RE,RSWM Limited-RE,BE,23-DEC-2022,10,1,INE611A20016,10
1385,RSYSTEMS,R Systems International Limited,EQ,26-APR-2006,1,1,INE411H01032,1
1386,RTNINDIA,RattanIndia Enterprises Limited,EQ,30-JUL-2012,2,1,INE834M01019,2
1387,RTNPOWER,RattanIndia Power Limited,EQ,30-OCT-2009,10,1,INE399K01017,10
1388,RUBYMILLS,The Ruby Mills Limited,EQ,29-MAR-1995,5,1,INE301D01026,5
1389,RUCHINFRA,Ruchi Infrastructure Limited,BE,16-OCT-1996,1,1,INE413B01023,1
1390,RUCHIRA,Ruchira Papers Limited,EQ,20-DEC-2006,10,1,INE803H01014,10
1391,RUPA,Rupa & Company Limited,EQ,07-DEC-2011,1,1,INE895B01021,1
1392,RUSHIL,Rushil Decor Limited,EQ,07-JUL-2011,10,1,INE573K01017,10
1393,RUSTOMJEE,Keystone Realtors Limited,EQ,24-NOV-2022,10,1,INE263M01029,10
1394,RVHL,Ravinder Heights Limited,EQ,18-DEC-2020,1,1,INE09E501017,1
1395,RVNL,Rail Vikas Nigam Limited,EQ,11-APR-2019,10,1,INE415G01027,10
1396,S&SPOWER,S&S Power Switchgears Limited,EQ,27-SEP-1995,10,1,INE902B01017,10
1397,SABEVENTS,Sab Events & Governance Now Media Limited,EQ,15-SEP-2016,10,1,INE860T01019,10
1398,SADBHAV,Sadbhav Engineering Limited,BE,01-MAR-2006,1,1,INE226H01026,1
1399,SADBHIN,Sadbhav Infrastructure Project Limited,EQ,16-SEP-2015,10,1,INE764L01010,10
1400,SAFARI,Safari Industries (India) Limited,EQ,12-SEP-2019,2,1,INE429E01023,2
1401,SAGARDEEP,Sagardeep Alloys Limited,EQ,25-JAN-2019,10,1,INE976T01013,10
1402,SAGCEM,Sagar Cements Limited,EQ,29-JAN-2007,2,1,INE229C01021,2
1403,SAIL,Steel Authority of India Limited,EQ,06-JUL-1995,10,1,INE114A01011,10
1404,SAKAR,Sakar Healthcare Limited,EQ,11-APR-2019,10,1,INE732S01012,10
1405,SAKHTISUG,Sakthi Sugars Limited,EQ,06-SEP-1995,10,1,INE623A01011,10
1406,SAKSOFT,Saksoft Limited,EQ,09-MAY-2005,1,1,INE667G01023,1
1407,SAKUMA,Sakuma Exports Limited,EQ,08-MAR-2006,1,1,INE190H01024,1
1408,SALASAR,Salasar Techno Engineering Limited,EQ,25-JUL-2017,1,1,INE170V01027,1
1409,SALONA,Salona Cotspin Limited,EQ,16-JUN-2016,10,1,INE498E01010,10
1410,SALSTEEL,S.A.L. Steel Limited,EQ,24-NOV-2004,10,1,INE658G01014,10
1411,SALZERELEC,Salzer Electronics Limited,EQ,02-DEC-2015,10,1,INE457F01013,10
1412,SAMBHAAV,Sambhaav Media Limited,EQ,05-JUN-1996,1,1,INE699B01027,1
1413,SANDESH,The Sandesh Limited,EQ,26-NOV-2002,10,1,INE583B01015,10
1414,SANDHAR,Sandhar Technologies Limited,EQ,02-APR-2018,10,1,INE278H01035,10
1415,SANGAMIND,Sangam (India) Limited,EQ,17-JUL-1996,10,1,INE495C01010,10
1416,SANGHIIND,Sanghi Industries Limited,EQ,10-MAY-1995,10,1,INE999B01013,10
1417,SANGHVIMOV,Sanghvi Movers Limited,EQ,24-JAN-2007,2,1,INE989A01024,2
1418,SANGINITA,Sanginita Chemicals Limited,EQ,15-JUL-2019,10,1,INE753W01010,10
1419,SANOFI,Sanofi India Limited,EQ,19-MAY-2003,10,1,INE058A01010,10
1420,SANSERA,Sansera Engineering Limited,EQ,24-SEP-2021,2,1,INE953O01021,2
1421,SANWARIA,Sanwaria Consumer Limited,BZ,27-MAR-2006,1,1,INE890C01046,1
1422,SAPPHIRE,Sapphire Foods India Limited,EQ,18-NOV-2021,10,1,INE806T01012,10
1423,SARDAEN,Sarda Energy & Minerals Limited,EQ,03-DEC-2009,10,1,INE385C01013,10
1424,SAREGAMA,Saregama India Limited,EQ,30-JUL-1997,1,1,INE979A01025,1
1425,SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-JAN-2007,1,1,INE453D01025,1
1426,SARVESHWAR,Sarveshwar Foods Limited,EQ,08-DEC-2022,10,1,INE324X01018,10
1427,SASKEN,Sasken Technologies Limited,EQ,09-SEP-2005,10,1,INE231F01020,10
1428,SASTASUNDR,Sastasundar Ventures Limited,EQ,05-OCT-2010,10,1,INE019J01013,10
1429,SATHAISPAT,Sathavahana Ispat Limited,BE,27-DEC-2006,10,1,INE176C01016,10
1430,SATIA,Satia Industries Limited,EQ,17-JUL-2019,1,1,INE170E01023,1
1431,SATIN,Satin Creditcare Network Limited,EQ,26-AUG-2015,10,1,INE836B01017,10
1432,SATINDLTD,Sat Industries Limited,EQ,21-NOV-2022,2,1,INE065D01027,2
1433,SBC,SBC Exports Limited,BE,23-NOV-2021,1,1,INE04AK01028,1
1434,SBCL,Shivalik Bimetal Controls Limited,EQ,24-JUN-2021,2,1,INE386D01027,2
1435,SBICARD,SBI Cards and Payment Services Limited,EQ,16-MAR-2020,10,1,INE018E01016,10
1436,SBILIFE,SBI Life Insurance Company Limited,EQ,03-OCT-2017,10,1,INE123W01016,10
1437,SBIN,State Bank of India,EQ,01-MAR-1995,1,1,INE062A01020,1
1438,SCAPDVR,Stampede Capital Limited,EQ,10-OCT-2017,1,1,INE224E01036,1
1439,SCHAEFFLER,Schaeffler India Limited,EQ,29-NOV-2000,2,1,INE513A01022,2
1440,SCHAND,S Chand And Company Limited,EQ,09-MAY-2017,5,1,INE807K01035,5
1441,SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-MAR-2012,2,1,INE839M01018,2
1442,SCI,Shipping Corporation Of India Limited,EQ,13-AUG-1997,10,1,INE109A01011,10
1443,SCPL,Sheetal Cool Products Limited,EQ,22-NOV-2022,10,1,INE501Y01019,10
1444,SDBL,Som Distilleries & Breweries Limited,EQ,18-MAR-2014,5,1,INE480C01020,5
1445,SEAMECLTD,Seamec Limited,EQ,28-JUN-1995,10,1,INE497B01018,10
1446,SECURCRED,SecUR Credentials Limited,EQ,17-OCT-2022,10,1,INE195Y01010,10
1447,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,29-JAN-2014,5,1,INE650K01021,5
1448,SEJALLTD,Sejal Glass Limited,BE,13-DEC-2021,10,1,INE955I01044,10
1449,SELAN,Selan Exploration Technology Limited,EQ,26-SEP-2006,10,1,INE818A01017,10
1450,SEPC,SEPC Limited,EQ,20-FEB-2008,10,1,INE964H01014,10
1451,SEPOWER,S.E. Power Limited,EQ,27-JUL-2012,10,1,INE735M01018,10
1452,SEQUENT,Sequent Scientific Limited,EQ,10-MAR-2016,2,1,INE807F01027,2
1453,SERVOTECH,Servotech Power Systems Limited,EQ,02-SEP-2021,10,1,INE782X01017,10
1454,SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,29-MAR-1995,2,1,INE630A01024,2
1455,SETCO,Setco Automotive Limited,EQ,01-JUL-2016,2,1,INE878E01021,2
1456,SETUINFRA,Setubandhan Infrastructure Limited,BE,04-OCT-2011,1,1,INE023M01027,1
1457,SFL,Sheela Foam Limited,EQ,09-DEC-2016,5,1,INE916U01025,5
1458,SGIL,Synergy Green Industries Limited,EQ,28-JUL-2021,10,1,INE00QT01015,10
1459,SGL,STL Global Limited,EQ,10-APR-2006,10,1,INE353H01010,10
1460,SHAHALLOYS,Shah Alloys Limited,EQ,16-JUN-2005,10,1,INE640C01011,10
1461,SHAILY,Shaily Engineering Plastics Limited,EQ,04-APR-2022,10,1,INE151G01010,10
1462,SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,29-JAN-2015,10,1,INE908D01010,10
1463,SHALBY,Shalby Limited,EQ,15-DEC-2017,10,1,INE597J01018,10
1464,SHALPAINTS,Shalimar Paints Limited,EQ,03-MAR-2008,2,1,INE849C01026,2
1465,SHANKARA,Shankara Building Products Limited,EQ,05-APR-2017,10,1,INE274V01019,10
1466,SHANTI,Shanti Overseas (India) Limited,EQ,16-SEP-2021,10,1,INE933X01016,10
1467,SHANTIGEAR,Shanthi Gears Limited,EQ,17-JAN-1996,1,1,INE631A01022,1
1468,SHARDACROP,Sharda Cropchem Limited,EQ,23-SEP-2014,10,1,INE221J01015,10
1469,SHARDAMOTR,Sharda Motor Industries Limited,EQ,03-SEP-2015,2,1,INE597I01028,2
1470,SHAREINDIA,Share India Securities Limited,EQ,21-SEP-2020,10,1,INE932X01018,10
1471,SHEMAROO,Shemaroo Entertainment Limited,EQ,01-OCT-2014,10,1,INE363M01019,10
1472,SHILPAMED,Shilpa Medicare Limited,EQ,03-DEC-2009,1,1,INE790G01031,1
1473,SHIVALIK,Shivalik Rasayan Limited,EQ,09-DEC-2021,5,1,INE788J01021,5
1474,SHIVAMAUTO,Shivam Autotech Limited,EQ,21-NOV-2006,2,1,INE637H01024,2
1475,SHIVAMILLS,Shiva Mills Limited,EQ,26-FEB-2018,10,1,INE644Y01017,10
1476,SHIVATEX,Shiva Texyarn Limited,EQ,26-DEC-2017,10,1,INE705C01020,10
1477,SHK,S H Kelkar and Company Limited,EQ,16-NOV-2015,10,1,INE500L01026,10
1478,SHOPERSTOP,Shoppers Stop Limited,EQ,23-MAY-2005,5,1,INE498B01024,5
1479,SHRADHA,Shradha Infraprojects Limited,EQ,22-OCT-2020,10,1,INE715Y01015,10
1480,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,28-JAN-2020,10,1,INE232A01011,10
1481,SHREECEM,SHREE CEMENT LIMITED,EQ,26-APR-1995,10,1,INE070A01015,10
1482,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-SEP-2015,10,1,INE712K01011,10
1483,SHREERAMA,Shree Rama Multi-Tech Limited,EQ,13-MAR-2000,5,1,INE879A01019,5
1484,SHRENIK,Shrenik Limited,EQ,02-AUG-2019,1,1,INE632X01030,1
1485,SHREYANIND,Shreyans Industries Limited,EQ,06-NOV-1996,10,1,INE231C01019,10
1486,SHREYAS,Shreyas Shipping & Logistics Limited,EQ,01-MAR-1995,10,1,INE757B01015,10
1487,SHRIPISTON,Shriram Pistons & Rings Limited,BE,02-JUN-2016,10,1,INE526E01018,10
1488,SHRIRAMFIN,Shriram Finance Limited,EQ,11-DEC-1996,10,1,INE721A01013,10
1489,SHRIRAMPPS,Shriram Properties Limited,EQ,20-DEC-2021,10,1,INE217L01019,10
1490,SHYAMCENT,Shyam Century Ferrous Limited,EQ,28-JUL-2015,1,1,INE979R01011,1
1491,SHYAMMETL,Shyam Metalics and Energy Limited,EQ,24-JUN-2021,10,1,INE810G01011,10
1492,SHYAMTEL,Shyam Telecom Limited,EQ,06-NOV-2006,10,1,INE635A01023,10
1493,SICAL,Sical Logistics Limited,EQ,28-APR-1999,10,1,INE075B01012,10
1494,SIEMENS,Siemens Limited,EQ,06-SEP-1995,2,1,INE003A01024,2
1495,SIGACHI,Sigachi Industries Limited,EQ,15-NOV-2021,10,1,INE0D0K01014,10
1496,SIGIND,Signet Industries Limited,EQ,29-AUG-2018,10,1,INE529F01035,10
1497,SIKKO,Sikko Industries Limited,BE,22-OCT-2021,10,1,INE112X01017,10
1498,SIL,Standard Industries Limited,BE,27-JAN-2004,5,1,INE173A01025,5
1499,SILGO,Silgo Retail Limited,EQ,03-MAR-2021,10,1,INE01II01013,10
1500,SILINV,SIL Investments Limited,EQ,22-MAY-1996,10,1,INE923A01015,10
1501,SILLYMONKS,Silly Monks Entertainment Limited,BE,08-JUL-2020,10,1,INE203Y01012,10
1502,SILVERTUC,Silver Touch Technologies Limited,EQ,12-MAY-2022,10,1,INE625X01018,10
1503,SIMBHALS,Simbhaoli Sugars Limited,EQ,14-MAR-2016,10,1,INE748T01016,10
1504,SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-MAR-2004,2,1,INE059B01024,2
1505,SINTERCOM,Sintercom India Limited,BE,07-OCT-2020,10,1,INE129Z01016,10
1506,SINTEX,Sintex Industries Limited,BE,05-NOV-1998,1,1,INE429C01035,1
1507,SIRCA,Sirca Paints India Limited,EQ,22-JUL-2019,10,1,INE792Z01011,10
1508,SIS,SIS LIMITED,EQ,10-AUG-2017,5,1,INE285J01028,5
1509,SITINET,Siti Networks Limited,EQ,10-JAN-2007,1,1,INE965H01011,1
1510,SIYSIL,Siyaram Silk Mills Limited,EQ,29-JAN-2007,2,1,INE076B01028,2
1511,SJS,S.J.S. Enterprises Limited,EQ,15-NOV-2021,10,1,INE284S01014,10
1512,SJVN,SJVN Limited,EQ,20-MAY-2010,10,1,INE002L01015,10
1513,SKFINDIA,SKF India Limited,EQ,27-JAN-1999,10,1,INE640A01023,10
1514,SKIPPER,Skipper Limited,EQ,27-MAY-2015,1,1,INE439E01022,1
1515,SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,14-MAR-1997,10,1,INE411D01015,10
1516,SMARTLINK,Smartlink Holdings Limited,EQ,11-APR-2001,2,1,INE178C01020,2
1517,SMCGLOBAL,SMC Global Securities Limited,EQ,24-FEB-2021,2,1,INE103C01036,2
1518,SMLISUZU,SML Isuzu Limited,EQ,29-AUG-2003,10,1,INE294B01019,10
1519,SMLT,Sarthak Metals Limited,EQ,25-NOV-2021,10,1,INE017W01010,10
1520,SMSLIFE,SMS Lifesciences India Limited,EQ,17-AUG-2017,10,1,INE320X01016,10
1521,SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-FEB-2007,1,1,INE812G01025,1
1522,SNOWMAN,Snowman Logistics Limited,EQ,12-SEP-2014,10,1,INE734N01019,10
1523,SOBHA,Sobha Limited,EQ,20-DEC-2006,10,1,INE671H01015,10
1524,SOFTTECH,Softtech Engineers Limited,EQ,25-FEB-2022,10,1,INE728Z01015,10
1525,SOLARA,Solara Active Pharma Sciences Limited,EQ,27-JUN-2018,10,1,INE624Z01016,10
1526,SOLARINDS,Solar Industries India Limited,EQ,03-APR-2006,2,1,INE343H01029,2
1527,SOMANYCERA,Somany Ceramics Limited,EQ,22-NOV-1995,2,1,INE355A01028,2
1528,SOMATEX,Soma Textiles & Industries Limited,EQ,14-AUG-1996,10,1,INE314C01013,10
1529,SOMICONVEY,Somi Conveyor Beltings Limited,EQ,18-JUL-2016,10,1,INE323J01019,10
1530,SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-JUN-2021,10,1,INE073K01018,10
1531,SONAMCLOCK,Sonam Clock Limited,EQ,07-APR-2022,10,1,INE00LM01011,10
1532,SONATSOFTW,Sonata Software Limited,EQ,28-JUL-1999,1,1,INE269A01021,1
1533,SOTL,Savita Oil Technologies Limited,EQ,28-JUN-1995,2,1,INE035D01020,2
1534,SOUTHBANK,The South Indian Bank Limited,EQ,08-DEC-1998,1,1,INE683A01023,1
1535,SOUTHWEST,South West Pinnacle Exploration Limited,EQ,18-APR-2019,10,1,INE980Y01015,10
1536,SPAL,S. P. Apparels Limited,EQ,12-AUG-2016,10,1,INE212I01016,10
1537,SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-AUG-2019,10,1,INE572J01011,10
1538,SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-JUL-2007,1,1,INE232I01014,1
1539,SPCENET,Spacenet Enterprises India Limited,BE,10-JAN-2017,1,1,INE970N01027,1
1540,SPECIALITY,Speciality Restaurants Limited,EQ,30-MAY-2012,10,1,INE247M01014,10
1541,SPENCERS,Spencer's Retail Limited,EQ,25-JAN-2019,5,1,INE020801028,5
1542,SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-JAN-1996,10,1,INE147A01011,10
1543,SPICEJET,SPICEJET LTD,EQ,10-MAY-1995,10,1,INE285B01017,10
1544,SPLIL,SPL Industries Limited,EQ,26-JUL-2005,10,1,INE978G01016,10
1545,SPLPETRO,Supreme Petrochem Limited,EQ,24-MAY-2022,4,1,INE663A01025,4
1546,SPMLINFRA,SPML Infra Limited,EQ,14-FEB-1996,2,1,INE937A01023,2
1547,SPORTKING,Sportking India Limited,EQ,24-AUG-2022,10,1,INE885H01011,10
1548,SPTL,Sintex Plastics Technology Limited,EQ,08-AUG-2017,1,1,INE501W01021,1
1549,SREEL,Sreeleathers Limited,EQ,01-JAN-2014,10,1,INE099F01013,10
1550,SRF,SRF Limited,EQ,18-AUG-2003,10,1,INE647A01010,10
1551,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-MAY-2007,10,1,INE917H01012,10
1552,SRPL,Shree Ram Proteins Limited,EQ,23-SEP-2020,10,1,INE008Z01012,10
1553,SSWL,Steel Strips Wheels Limited,EQ,06-JUN-2005,1,1,INE802C01033,1
1554,STAR,Strides Pharma Science Limited,EQ,02-FEB-2000,10,1,INE939A01011,10
1555,STARCEMENT,Star Cement Limited,EQ,16-JUN-2017,1,1,INE460H01021,1
1556,STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,10-DEC-2021,10,1,INE575P01011,10
1557,STARPAPER,Star Paper Mills Limited,EQ,13-SEP-1995,10,1,INE733A01018,10
1558,STARTECK,Starteck Finance Limited,EQ,04-MAY-2022,10,1,INE992I01013,10
1559,STCINDIA,The State Trading Corporation of India Limited,EQ,01-APR-2003,10,1,INE655A01013,10
1560,STEELCAS,Steelcast Limited,EQ,23-NOV-2021,5,1,INE124E01020,5
1561,STEELCITY,Steel City Securities Limited,EQ,27-JUN-2019,10,1,INE395H01011,10
1562,STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-JUL-2017,1,1,INE503B01021,1
1563,STEL,Stel Holdings Limited,EQ,09-FEB-2011,10,1,INE577L01016,10
1564,STERTOOLS,Sterling Tools Limited,EQ,02-FEB-2006,2,1,INE334A01023,2
1565,STLTECH,Sterlite Technologies Limited,EQ,08-DEC-2000,2,1,INE089C01029,2
1566,STOVEKRAFT,Stove Kraft Limited,EQ,05-FEB-2021,10,1,INE00IN01015,10
1567,STYLAMIND,Stylam Industries Limited,EQ,02-AUG-2021,5,1,INE239C01020,5
1568,SUBCAPCITY,International Constructions Limited,EQ,10-JUL-1996,10,1,INE845C01016,10
1569,SUBEXLTD,Subex Limited,EQ,05-NOV-2020,5,1,INE754A01055,5
1570,SUBROS,Subros Limited,EQ,13-JUL-2005,2,1,INE287B01021,2
1571,SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-MAY-1995,2,1,INE659A01023,2
1572,SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ,07-NOV-2022,10,1,INE450E01011,10
1573,SULA,Sula Vineyards Limited,EQ,22-DEC-2022,2,1,INE142Q01026,2
1574,SUMEETINDS,Sumeet Industries Limited,EQ,10-DEC-2010,10,1,INE235C01010,10
1575,SUMICHEM,Sumitomo Chemical India Limited,EQ,27-JAN-2020,10,1,INE258G01013,10
1576,SUMIT,Sumit Woods Limited,BE,30-JUL-2019,10,1,INE748Z01013,10
1577,SUMMITSEC,Summit Securities Limited,EQ,28-JAN-2011,10,1,INE519C01017,10
1578,SUNCLAYLTD,Sundaram Clayton Limited,EQ,23-OCT-2012,5,1,INE105A01035,5
1579,SUNDARAM,Sundaram Multi Pap Limited,EQ,02-JUN-2010,1,1,INE108E01023,1
1580,SUNDARMFIN,Sundaram Finance Limited,EQ,07-JAN-1998,10,1,INE660A01013,10
1581,SUNDARMHLD,Sundaram Finance Holdings Limited,EQ,26-MAR-2018,5,1,INE202Z01029,5
1582,SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,17-JUL-1996,10,1,INE073D01013,10
1583,SUNDRMFAST,Sundram Fasteners Limited,EQ,07-JUN-2000,1,1,INE387A01021,1
1584,SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-SEP-2005,10,1,INE947A01014,10
1585,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-FEB-1995,1,1,INE044A01036,1
1586,SUNTECK,Sunteck Realty Limited,EQ,13-NOV-2009,1,1,INE805D01034,1
1587,SUNTV,Sun TV Network Limited,EQ,24-APR-2006,5,1,INE424H01027,5
1588,SUPERHOUSE,Superhouse Limited,EQ,26-SEP-2014,10,1,INE712B01010,10
1589,SUPERSPIN,Super Spinning Mills Limited,EQ,08-JUL-2004,1,1,INE662A01027,1
1590,SUPRAJIT,Suprajit Engineering Limited,EQ,18-FEB-2005,1,1,INE399C01030,1
1591,SUPREMEENG,Supreme Engineering Limited,EQ,04-DEC-2020,1,1,INE319Z01021,1
1592,SUPREMEIND,Supreme Industries Limited,EQ,19-JUL-1995,2,1,INE195A01028,2
1593,SUPREMEINF,Supreme Infrastructure India Limited,EQ,18-OCT-2007,10,1,INE550H01011,10
1594,SUPRIYA,Supriya Lifescience Limited,EQ,28-DEC-2021,2,1,INE07RO01027,2
1595,SURANASOL,Surana Solar Limited,EQ,07-JAN-2011,5,1,INE272L01022,5
1596,SURANAT&P,Surana Telecom and Power Limited,EQ,22-MAY-2002,1,1,INE130B01031,1
1597,SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,15-JUN-2005,10,1,INE713B01026,10
1598,SURYAROSNI,Surya Roshni Limited,EQ,10-MAY-1995,10,1,INE335A01012,10
1599,SURYODAY,Suryoday Small Finance Bank Limited,EQ,26-MAR-2021,10,1,INE428Q01011,10
1600,SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,14-DEC-2006,1,1,INE645H01027,1
1601,SUULD,Suumaya Industries Limited,EQ,19-OCT-2020,10,1,INE591Q01016,10
1602,SUVEN,Suven Life Sciences Limited,EQ,23-OCT-2003,1,1,INE495B01038,1
1603,SUVENPHAR,Suven Pharmaceuticals Limited,EQ,09-MAR-2020,1,1,INE03QK01018,1
1604,SUVIDHAA,Suvidhaa Infoserve Limited,EQ,31-MAR-2021,1,1,INE018401013,1
1605,SUZLON,Suzlon Energy Limited,EQ,19-OCT-2005,2,1,INE040H01021,2
1606,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,EQ,14-JUL-2021,1,1,INE308E01029,1
1607,SWANENERGY,Swan Energy Limited,EQ,29-MAY-2012,1,1,INE665A01038,1
